x,y,z
0.03286133334040642,39.63389587402344,4.790930271148682
0.013009540736675262,39.67564392089844,4.091526508331299
0.0017088130116462708,36.10662841796875,2.613663673400879
0.1716858446598053,39.49550247192383,4.776705265045166
0.1519203633069992,39.541080474853516,4.079997539520264
0.13437102735042572,38.9706916809082,3.357858180999756
0.11882571130990982,38.087310791015625,2.651683807373047
0.09262367337942123,39.57533264160156,1.9850682020187378
0.07314375787973404,39.52727508544922,1.289371371269226
0.0535469688475132,39.527061462402344,0.594865083694458
0.3095356822013855,39.356624603271484,4.762484550476074
0.2898831069469452,39.398048400878906,4.06802225112915
0.2703022062778473,38.81953811645508,3.3481831550598145
0.2513800263404846,38.22800064086914,2.6508824825286865
0.23544944822788239,35.91609191894531,1.9695360660552979
0.21071238815784454,39.47602081298828,1.2862648963928223
0.1910639852285385,39.459835052490234,0.5931912660598755
0.44642558693885803,39.22125244140625,4.748564720153809
0.42688459157943726,39.26651382446289,4.056726932525635
0.4051729738712311,38.667911529541016,3.3385159969329834
0.38491085171699524,38.36823272705078,2.650031805038452
0.36814624071121216,39.58433151245117,1.9773367643356323
0.34191471338272095,35.66069030761719,1.3379745483398438
0.3282129168510437,39.48807907104492,0.5884186625480652
0.582426130771637,39.093387603759766,4.735238552093506
0.5629067420959473,39.126522064208984,4.044986248016357
0.5392191410064697,38.551788330078125,3.330237627029419
0.5193678140640259,38.499996185302734,2.648965835571289
0.5055233836174011,39.51211166381836,1.9732085466384888
0.4657943844795227,35.63652420043945,1.3348057270050049
0.46491530537605286,39.37592315673828,0.5881373286247253
0.7173976898193359,38.95308303833008,4.72103214263916
0.6980760097503662,38.99803924560547,4.0339226722717285
0.6745905876159668,38.647037506103516,3.3300716876983643
0.6547805070877075,38.63528823852539,2.6479337215423584
0.6455513834953308,39.78740310668945,1.9700777530670166
0.6225060224533081,39.467369079589844,1.2746862173080444
0.5699054002761841,35.42143249511719,0.7123270630836487
0.8518531322479248,38.8442268371582,4.709183692932129
0.8323462009429932,38.86908721923828,4.022862911224365
0.8111142516136169,38.77778244018555,3.331238031387329
0.7911356687545776,38.770103454589844,2.646852493286133
0.7726833820343018,38.88228988647461,1.9635775089263916
0.7523881196975708,38.854305267333984,1.2798407077789307
0.6925499439239502,35.38443374633789,0.7099617123603821
0.9850443005561829,38.70698547363281,4.695279598236084
0.9657883048057556,38.74367141723633,4.01202917098999
0.9458239078521729,38.74818420410156,3.326266288757324
0.9258518815040588,38.74848937988281,2.642542839050293
0.9060837626457214,38.76068115234375,1.959344744682312
0.8855159878730774,38.72471618652344,1.2778524160385132
0.8658815026283264,38.74082565307617,0.596936821937561
0.7939774394035339,35.14990997314453,0.09778910875320435
1.1176236867904663,38.585243225097656,4.682553768157959
1.0983573198318481,38.6177978515625,4.001198768615723
1.0783575773239136,38.62220764160156,3.317634105682373
1.0584968328475952,38.63044738769531,2.6362688541412354
1.0384835004806519,38.630619049072266,1.9550937414169312
1.0178205966949463,38.598670959472656,1.2758077383041382
0.9978989362716675,38.59884262084961,0.597601056098938
0.9164891839027405,35.17601013183594,0.09283794462680817
1.2491563558578491,38.45507049560547,4.66924524307251
1.2296589612960815,38.475502014160156,3.9894826412200928
1.2100164890289307,38.49578094482422,3.3090054988861084
1.1900408267974854,38.49995803833008,2.6297545433044434
1.1702576875686646,38.51210403442383,1.9508765935897827
1.1492520570755005,38.47217559814453,1.2737665176391602
1.129460096359253,38.48039627075195,0.5974850058555603
1.379442811012268,38.31249237060547,4.655063152313232
1.3604212999343872,38.348731994628906,3.978660821914673
1.3406891822814941,38.36491394042969,3.30022931098938
1.3206809759140015,38.36902618408203,2.623244524002075
1.300788402557373,38.37714385986328,1.9466233253479004
1.2796013355255127,38.33723449707031,1.2718510627746582
1.2602033615112305,38.36149978637695,0.597370982170105
0.12006411701440811,39.64524841308594,4.904540061950684
1.5091243982315063,38.18143081665039,4.6417646408081055
0.10035363584756851,39.64899826049805,4.203289031982422
1.4904319047927856,38.22550964355469,3.968064308166504
0.08248335123062134,39.304527282714844,3.4895358085632324
1.4702080488204956,38.225608825683594,3.291156530380249
0.08134867250919342,36.100154876708984,2.7189598083496094
1.4509037733078003,38.253639221191406,2.617058753967285
0.04113154113292694,39.67354202270508,2.1051812171936035
1.4309858083724976,38.26173782348633,1.9424210786819458
0.021482374519109726,39.68369674682617,1.4084004163742065
1.4093722105026245,38.21385192871094,1.269756555557251
0.0021144351921975613,39.6294059753418,0.7128258347511292
1.3900116682052612,38.23816680908203,0.5973910689353943
0.25862252712249756,39.51856231689453,4.8908257484436035
1.6381760835647583,38.05790328979492,4.629053592681885
0.23890313506126404,39.498199462890625,4.190412998199463
1.6193041801452637,38.09385681152344,3.957028388977051
0.2197975218296051,39.14958953857422,3.47921085357666
1.599998950958252,38.12181854248047,3.2834415435791016
0.20258747041225433,38.1004524230957,2.763251543045044
1.5796445608139038,38.117820739746094,2.6104767322540283
0.1895017921924591,35.94655990600586,2.078134775161743
1.5598461627960205,38.12989044189453,1.938185214996338
0.15991629660129547,39.556640625,1.40599524974823
1.538417935371399,38.09402084350586,1.267602801322937
0.14033813774585724,39.4943962097168,0.7129163146018982
1.5187052488327026,38.10639572143555,0.5976786017417908
0.12063293904066086,39.52012634277344,0.019979219883680344
0.39629605412483215,39.391395568847656,4.877114295959473
1.7663822174072266,37.93394470214844,4.61634635925293
0.3764447271823883,39.366886138916016,4.178727626800537
1.7481985092163086,37.98572540283203,3.947321653366089
0.35601717233657837,38.98618698120117,3.4685628414154053
1.728171944618225,37.993629455566406,3.274827718734741
0.33550503849983215,38.25286102294922,2.7631325721740723
1.7086552381515503,38.0135498046875,2.6045336723327637
0.31456631422042847,35.88300704956055,2.074220657348633
1.6882492303848267,38.009613037109375,1.933979868888855
0.29746925830841064,39.44110870361328,1.403455138206482
1.6666474342346191,37.97376251220703,1.26545250415802
0.277586430311203,39.49485397338867,0.7090513110160828
1.6467869281768799,37.98219299316406,0.5977063179016113
0.2579798102378845,39.36075973510742,0.02357994019985199
0.5329763293266296,39.247802734375,4.862179279327393
1.894243836402893,37.82151794433594,4.604515552520752
0.513041615486145,39.23110580444336,4.16680908203125
1.8755106925964355,37.857208251953125,3.9365146160125732
0.49115443229675293,38.83430480957031,3.458421230316162
1.8556287288665771,37.86900329589844,3.2663681507110596
0.46934974193573,38.37681579589844,2.762298107147217
1.8358045816421509,37.8808708190918,2.5980398654937744
0.4550846517086029,39.59091567993164,2.0930075645446777
1.8150180578231812,37.868919372558594,1.929738163948059
0.42063212394714355,35.66537094116211,1.4433705806732178
1.7937331199645996,37.8450813293457,1.2634305953979492
0.41525691747665405,39.62677764892578,0.7013070583343506
1.7744890451431274,37.869544982910156,0.5973381996154785
0.39433321356773376,39.244869232177734,0.02513238787651062
0.6688052415847778,39.119686126708984,4.848474502563477
2.020782470703125,37.69670104980469,4.591814994812012
0.6486502289772034,39.09086227416992,4.154659748077393
2.002302885055542,37.736244201660156,3.926151990890503
